,Name,Location,Brands
372,NUMBER I,"Hong Kong, Hong Kong SAR","Alexander Wang, Alyx, Ambush, Ann Demeulemeester, Cherevichkiotvichki, Guidi, M.A+, Maison Margiela, Paco Rebanne, Palm Angel, Pengtai, Readymade, Simone Rocha, Thom Browne, Uma Wang, Vetements, Yohji Yamamoto, Yves-Salomon, Zimmerman"
373,NUMEROTRENTA,"Milan, Italy","Alessia Xoccato, Antonio Berardi, Avaro Figlio, Cristiano Burani, Daizy Shely, Daniele Carlotta, Delpozo, Esteban Cortazar, Francesco Scognamiglio, Laura Strambi, Mario Dice, N°21, Rochas, Roksanda"
374,O',"Parma, Italy","Alexander McQueen, Ann Demeulemeester, Giorgio Armani, Givenchy, Isabel Marant, Issey Miyake, Loewe, Marc Jacobs, Moncler, Neil Barret, Paul Smith, Proenza Schouler, Rick Owens, Saint Laurent, Valentino"
375,OBERRAUCH ZITT,"Bolzano, Italy","AMI, APC, Aspesi, Bally, Dolce Gabbana, Dries van Noten, Etro, Jacob Cohen, Missoni, Moncler, Santoni, Stone Island., Tory Burch"
376,OBSESSION,"Prague, Czech Republic","Agnona, Alberta Ferretti, Elie Saab, Erdem, Etro, Lorena Antoniazzi, Olivia von Halle, Oscar de la Renta, Zimmermann"
377,OLIVIA IN WONDERLAND,"Ravenna, Italy","BOdeBO, Bang Bang Copenhagen, Bobo Choses, Collegien, Emile et Ida, Mini Melissa, Mini Rodini, Nadadelazos, Nice Things Mini, Stella McCartney Kids, Tiny Cotton, Tocotó, Wolf & Rita"
378,ONE OFF,"Brescia, Italy","Alexander McQueen, Balenciaga, Burberry, Fendi, Givenchy, Marcelo Burlon, Off-White, Palm Angels, Prada, Saint Laurent, Valentino, Versace"
379,OPTICA DIAGONAL CENTRAL,"Ourense, Spain","Chloé, Dior Eyewear, Dsquared2, Mykita, Oliver Peoples, Prada Eyewear, Ray-Ban, Saint Laurent, Stella McCartney, Tom Ford Eyewear"
380,OPTICA DO CHIADO,"Lisbon, Portugal","Cutler & Gross, Dita Eyewear, Mykita, Oliver Peoples, Thom Browne, Tom Ford"
381,OPULENCE VINTAGE,"Paris, France","Chanel, Dior, Hermes, Louis Vuitton"
382,OTTICA FOPPA,"Grassobbio, Italy","AHLEM, Cartier, Dita Eyewear, Gucci, Jacques Marie Mage, Thom Browne"
383,OTTICA GIULIANELLI,"Ferrara, Italy","Alain Mikli, Celine, Dita, Eyevan, Fendi, Hoffman, Illesteva, Lindberg, Moscot, Mykita, Thom Browne"
384,OTTICA TULLINO,"Naples, Italy","Ahlem, Archive, Barton Perreira, Garrett Leight, Han Kjobenhavn, Karen Walker, Lesca Lunetier, Masahiro Maruyama, Matsuda, Pawaka, Rigards, Tupiel, Vava"
385,OTTODISANPIETRO,"La Coruña, Spain","Alexander Wang, Etro, Isabel Marant, Lanvin, Saint Laurent, The Row, Valentino"
386,PALAZZO BELLI,"Alba, Italy","Alexander McQueen, Burberry, Dolce & Gabbana, Fendi, Jil Sander, Maison Margiela, Stella McCartney, Tom Ford, Valentino, Versace."
387,PANOCHA,"Alicante, Spain","Comme Des Garçons Shirt, Dsquared2, Herno, Heron Preston, Kenzo, MM6, Marcelo Burlon, Moschino, Stone Island, Vanessa Bruno, Veja, Woolrich"
388,PAPINI,"Catania, Italy","Alexander Wang, Chloé, Diane Von Furstenberg, Dolce & Gabbana, Drome, Givenchy, Isabel Marant, Kenzo, Saint Laurent, Zegna"
389,PARIS RICCI,"Perugia, Italy","3.1 Phillip Lim, Alberta Ferretti, Ash, Aspesi, Barbour, Comme des Garcons, Golden Goose, Herno, Isabel Marant, Pierre-Louis Mascia, Stone Island, Tagliatore, Woolrich"
390,PASSI & SPASSI,"Naples, Italy","Armani Junior, Chloe Kids, Cinzia Araia Kids, DSQUARED2 Kids, Dolce & Gabbana Kids, Golden Goose Deluxe Brand Kids, Kenzo Kids, Little Marc Jacobs, Marcelo Burlon County of Milan Kids, Moncler Kids, Mou Kids., Philipp Plein Junior, Stella McCartney Kids"
391,PAUL WARMER,"Lijnden, Netherlands","Alexander McQueen, Balenciaga, Chloé, Dior Homme, Dsquared2, Givenchy, Hogan, Off White, Philippe Model, Roberto Festa Milano, Saint Laurent, Sergio Rossi, Stelle McCartney, Tod's"
392,PAUL ZEIST,"Zeist, Netherlands","Dolce & Gabbana, Fedeli., Givenchy, Jacob Cohën, Moncler, Parajumpers, Santoni, Stone Island, Versace, Woolrich"
393,PENELOPE,"Brescia, Italy","3.1 Phillip Lim, Carven, Christopher Kane, Comme des Garçons, Courrèges, Golden Goose Deluxe Brand, Lanvin, Maison Margiela, MaryKatrantzou, Moncler, Opening Ceremony, Sacai, Stella Jean, Victoria Beckham"
394,PERCHA,"Santander, Spain","Alaia, Alberta Feretti, Chloe, Céline, Dolce and Gabbana, Dries Van Noten, Etro, Giambattista Valli, Givenchy, Paco Rabanne, Saint Laurent, Valentino"
395,PETER PAN LA BOUTIQUE DEL BAMBINO,"Cerea, Italy","Armani, Burberry, Dsquared2, Gucci, Herno, Il Gufo, Moncler, Monnalisa, Moschino, Polo Ralph Lauren, Stella McCartney, Stone Island, Woolrich"
396,PETIT PASHA,"Naples, Italy","Alberta Ferretti, Chiara Ferragni Kids, Chloé Kids, DKNY, Dolce & Gabbana Kids, Dsquared2, Fendi Kids, Golden Goose, Kenzo Kids, Lanvin, MSGM Kids, Marcelo Burlon"
397,PETITE MADELEINE,"Termoli, Italy","Balmain, Burberry, Chiara Ferragni, Dsquared2, Elisabetta Franchi, GCDS, Gucci, Il Gufo, MSGM, Moncler, Moschino, Stella McCartney, Stone Island"
398,PICCOLO LORD 1996,"SANTA MARIA LA CARITÀ, Italy",BURBERRY - MONCLER - FENDI - BALMAIN - D-SQUARED - GIVENCHY - DOLCE&GABBANA - BON POINT - STELLA MCCARTNEY - CHLOE'- LITTLE MARC JACOBS -  MONNALISA - LANVIN.
399,PILOT AND POWELL,"New Orleans, United States","Adam Lippes, Apiece Apart, Ellery, Jenni Kayne, Joseph, M2Malletier, Malone Souliers, Marni, Nellie Partow, Proenza Schouler, Rachel Comey, Rejina Pyo, Rosetta Getty"
